Model,frame,Prompt_Style,Sample_Size,ev_a,p_a,ev_b,p_b,y_a,y_b,x_a,x_b,ratio_a_False,ratio_a_True,n_valid_False,n_valid_True,average_first_option_rate,n_valid_total
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.1,0.3,10.0,10.0,0.3999999999999999,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,0.3,10.0,10.0,0.35,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,0.1,10.0,10.0,0.45,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,0.4,10.0,10.0,0.3,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.1,0.3333333333333333,10.0,9.0,0.3833333333333333,19.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.5,0.0,10.0,10.0,0.75,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,0.3333333333333333,0.0,9.0,10.0,0.6666666666666666,19.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,0.3333333333333333,0.0,9.0,10.0,0.6666666666666666,19.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.0,0.3,10.0,10.0,0.35,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,9.0,0.5,19.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.0,0.2,10.0,10.0,0.4,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,0.3,0.3,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,0.0,0.6,10.0,10.0,0.2,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.2,0.0,10.0,10.0,0.6,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,math_reasoning_one,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,0.1,0.0,10.0,10.0,0.55,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,0.2,10.0,10.0,0.4,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.8,0.0,20.0,20.0,0.9,40.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,0.8,10.0,10.0,0.6,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,0.2,10.0,10.0,0.4,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,0.5,10.0,10.0,0.25,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.9,0.3,10.0,10.0,0.8,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,0.0,0.2,10.0,10.0,0.4,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.8,10.0,10.0,0.6,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,0.7,10.0,10.0,0.65,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,0.4,0.5,10.0,10.0,0.45,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,1.0,0.4,10.0,10.0,0.8,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,1.0,0.6,10.0,10.0,0.7,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,1.0,0.4,10.0,10.0,0.8,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.3,0.6,10.0,10.0,0.35,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.3,10.0,10.0,0.35,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.3,1.0,10.0,10.0,0.15,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,0.4,0.7,10.0,10.0,0.35,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,0.5,1.0,10.0,10.0,0.25,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,0.3,0.5,10.0,10.0,0.4,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,no_explanation,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,1.0,0.9,10.0,10.0,0.55,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,0.1,10.0,10.0,0.45,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.25,0.0,20.0,20.0,0.625,40.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,1.0,0.2857142857142857,10.0,7.0,0.8571428571428572,17.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,0.4,10.0,10.0,0.3,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,0.0,0.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,0.2,10.0,10.0,0.4,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.25,0.2,8.0,10.0,0.525,18.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,0.3,0.8,10.0,10.0,0.2499999999999999,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.2,9.0,10.0,0.9,19.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,0.0,10.0,10.0,1.0,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-0.6,0.15,-0.84,0.12,0.0,0.0,-4.0,-7.0,0.5,0.7,10.0,10.0,0.4,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,1.0,0.6,9.0,10.0,0.7,19.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-0.88,0.22,-0.56,0.08,0.0,0.0,-4.0,-7.0,1.0,0.8,10.0,10.0,0.6,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-0.96,0.24,-0.77,0.11,0.0,0.0,-4.0,-7.0,1.0,0.3,9.0,10.0,0.85,19.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-29.0,0.29,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.1,0.2,10.0,10.0,0.45,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,0.0,0.4,10.0,10.0,0.3,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-37.0,0.37,-37.44,0.39,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-39.0,0.39,-30.72,0.32,0.0,0.0,-100.0,-96.0,0.0,1.0,10.0,10.0,0.0,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3600.0,0.72,0.0,0.0,-3500.0,-5000.0,1.0,0.7,10.0,10.0,0.65,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3650.0,0.73,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,1.0,10.0,10.0,0.5,20.0
Qwen/Qwen3-30B-A3B-Instruct-2507,loss,one_sentence_reasoning,100.0,-3500.0,1.0,-3900.0,0.78,0.0,0.0,-3500.0,-5000.0,1.0,1.0,6.0,10.0,0.5,16.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.0,7.0,7.0,1.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,1.0,0.0,13.0,10.0,1.0,23.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.0,5.0,2.0,1.0,7.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,1.0,0.0,3.0,2.0,1.0,5.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,,1.0,,1.0,,1.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,1.0,0.0,1.0,2.0,1.0,3.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,1.0,0.0,5.0,2.0,1.0,7.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,1.0,4.0,5.0,0.0,9.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,math_reasoning_one,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.0,1.0,8.0,2.0,0.0,10.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.0,10.0,5.0,1.0,15.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,1.0,0.0,18.0,13.0,1.0,31.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.0,7.0,3.0,1.0,10.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,1.0,0.0,3.0,4.0,1.0,7.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,35.0,0.35,33.6,0.35,0.0,0.0,100.0,96.0,1.0,0.0,1.0,4.0,1.0,5.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,0.0,1.0,1.0,2.0,0.0,3.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,1.0,0.0,1.0,3.0,1.0,4.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,1.0,0.0,4.0,2.0,1.0,6.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,1.0,9.0,8.0,0.0,17.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,no_explanation,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.0,1.0,9.0,8.0,0.0,17.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,0.4,0.1,0.35,0.05,0.0,0.0,4.0,7.0,0.8,0.25,10.0,8.0,0.775,18.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,0.9375,0.0,16.0,18.0,0.96875,34.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,1.6,0.4,0.35,0.05,0.0,0.0,4.0,7.0,1.0,0.0,8.0,10.0,1.0,18.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,30.0,0.3,28.8,0.3,0.0,0.0,100.0,96.0,1.0,0.0,7.0,5.0,1.0,12.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,35.0,0.35,33.6,0.35,0.0,0.0,100.0,96.0,1.0,0.0,6.0,7.0,1.0,13.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,35.0,0.35,38.4,0.4,0.0,0.0,100.0,96.0,0.0,1.0,5.0,7.0,0.0,12.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,40.0,0.4,33.6,0.35,0.0,0.0,100.0,96.0,1.0,0.0,8.0,7.0,1.0,15.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,3500.0,1.0,2750.0,0.55,0.0,0.0,3500.0,5000.0,1.0,0.0,8.0,6.0,1.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,3500.0,1.0,3500.0,0.7,0.0,0.0,3500.0,5000.0,0.75,0.0,4.0,6.0,0.875,10.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,0.8571428571428571,8.0,7.0,0.0714285714285714,15.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,20.0,3500.0,1.0,4250.0,0.85,0.0,0.0,3500.0,5000.0,0.0,1.0,10.0,8.0,0.0,18.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,0.6,0.15,0.84,0.12,0.0,0.0,4.0,7.0,,1.0,,2.0,,2.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,0.8,0.2,0.7,0.1,0.0,0.0,4.0,7.0,1.0,1.0,1.0,1.0,0.5,2.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,0.88,0.22,0.56,0.08,0.0,0.0,4.0,7.0,1.0,1.0,1.0,1.0,0.5,2.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,0.96,0.24,0.77,0.11,0.0,0.0,4.0,7.0,0.5,,2.0,,,2.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,33.0,0.33,32.64,0.34,0.0,0.0,100.0,96.0,,0.0,,3.0,,3.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,37.0,0.37,37.44,0.39,0.0,0.0,100.0,96.0,1.0,1.0,1.0,1.0,0.5,2.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,39.0,0.39,30.72,0.32,0.0,0.0,100.0,96.0,1.0,0.0,2.0,1.0,1.0,3.0
Qwen/Qwen3-30B-A3B-Thinking-2507,gain,one_sentence_reasoning,100.0,3500.0,1.0,3750.0,0.75,0.0,0.0,3500.0,5000.0,0.0,,1.0,,,1.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,1.0,9.0,10.0,0.0,19.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.0,1.0,15.0,15.0,0.0,30.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,1.0,5.0,2.0,0.0,7.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,1.0,5.0,3.0,0.0,8.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,,1.0,,1.0,,1.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,1.0,0.0,1.0,1.0,1.0,2.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,,3.0,,,3.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.0,1.0,3.0,3.0,0.0,6.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.0,3.0,6.0,1.0,9.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,math_reasoning_one,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,0.0,9.0,5.0,1.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,1.0,9.0,8.0,0.0,17.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.0,1.0,20.0,17.0,0.0,37.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,1.0,8.0,9.0,0.0,17.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,1.0,4.0,7.0,0.0,11.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,1.0,2.0,4.0,0.0,6.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,1.0,2.0,1.0,0.0,3.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.0,1.0,7.0,7.0,0.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.0,7.0,4.0,1.0,11.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,0.0,9.0,5.0,1.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,no_explanation,100.0,-33.0,0.33,-32.64,0.34,0.0,0.0,-100.0,-96.0,,1.0,,1.0,,1.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-0.4,0.1,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.0,1.0,10.0,9.0,0.0,19.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-0.8,0.2,-0.7,0.1,0.0,0.0,-4.0,-7.0,0.0,1.0,18.0,19.0,0.0,37.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-1.6,0.4,-0.35,0.05,0.0,0.0,-4.0,-7.0,0.125,1.0,8.0,10.0,0.0625,18.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-30.0,0.3,-28.8,0.3,0.0,0.0,-100.0,-96.0,0.0,1.0,6.0,8.0,0.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-35.0,0.35,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,1.0,5.0,9.0,0.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-35.0,0.35,-38.4,0.4,0.0,0.0,-100.0,-96.0,1.0,0.0,6.0,3.0,1.0,9.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-40.0,0.4,-33.6,0.35,0.0,0.0,-100.0,-96.0,0.0,1.0,6.0,9.0,0.0,15.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-2750.0,0.55,0.0,0.0,-3500.0,-5000.0,0.0,1.0,9.0,9.0,0.0,18.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3500.0,0.7,0.0,0.0,-3500.0,-5000.0,0.5,1.0,4.0,2.0,0.25,6.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-3750.0,0.75,0.0,0.0,-3500.0,-5000.0,1.0,0.0,6.0,8.0,1.0,14.0
Qwen/Qwen3-30B-A3B-Thinking-2507,loss,one_sentence_reasoning,20.0,-3500.0,1.0,-4250.0,0.85,0.0,0.0,-3500.0,-5000.0,1.0,0.0,7.0,6.0,1.0,13.0
