Model,frame,Prompt_Style,Sample_Size,ev_a,p_a,ev_b,p_b,y_a,y_b,x_a,x_b,ratio_a_False,ratio_a_True,n_valid_False,n_valid_True,average_first_option_rate,n_valid_total
allenai/Olmo-3-7B-Instruct-DPO,loss,math_reasoning_one,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.2222222222222222,7.0,9.0,0.8888888888888888,16.0
allenai/Olmo-3-7B-Instruct-DPO,loss,no_explanation,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.2,0.4,10.0,10.0,0.4,20.0
allenai/Olmo-3-7B-Instruct-DPO,loss,no_explanation,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.3,0.4,10.0,10.0,0.4499999999999999,20.0
allenai/Olmo-3-7B-Instruct-DPO,loss,no_explanation,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,0.6,0.5555555555555556,10.0,9.0,0.5222222222222221,19.0
allenai/Olmo-3-7B-Instruct-DPO,loss,one_sentence_reasoning,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.5555555555555556,0.8,9.0,5.0,0.3777777777777777,14.0
allenai/Olmo-3-7B-Instruct-DPO,loss,one_sentence_reasoning,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.3333333333333333,0.3333333333333333,9.0,9.0,0.5,18.0
allenai/Olmo-3-7B-Instruct-DPO,loss,one_sentence_reasoning,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,0.4,0.7777777777777778,10.0,9.0,0.3111111111111111,19.0
allenai/Olmo-3-7B-Instruct-SFT,gain,math_reasoning_one,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,8.0,10.0,0.0,18.0
allenai/Olmo-3-7B-Instruct-SFT,gain,math_reasoning_one,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.1111111111111111,9.0,9.0,0.9444444444444444,18.0
allenai/Olmo-3-7B-Instruct-SFT,gain,math_reasoning_one,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,0.875,0.6666666666666666,8.0,9.0,0.6041666666666667,17.0
allenai/Olmo-3-7B-Instruct-SFT,gain,no_explanation,0,0.7,0.1,0.8,0.2,0,0,7,4,0.2857142857142857,0.9,7.0,10.0,0.1928571428571428,17.0
allenai/Olmo-3-7B-Instruct-SFT,gain,no_explanation,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.1,10.0,10.0,0.95,20.0
allenai/Olmo-3-7B-Instruct-SFT,gain,no_explanation,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,0.8,0.7777777777777778,10.0,9.0,0.5111111111111111,19.0
allenai/Olmo-3-7B-Instruct-SFT,gain,one_sentence_reasoning,0,0.7,0.1,0.8,0.2,0,0,7,4,0.5,0.8888888888888888,10.0,9.0,0.3055555555555556,19.0
allenai/Olmo-3-7B-Instruct-SFT,gain,one_sentence_reasoning,0,33.3,0.33,32.64,0.34,0,0,100,96,0.5,0.5,10.0,8.0,0.5,18.0
allenai/Olmo-3-7B-Instruct-SFT,gain,one_sentence_reasoning,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.5,9.0,8.0,0.75,17.0
allenai/Olmo-3-7B-Instruct-SFT,loss,math_reasoning_one,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.2,0.6666666666666666,10.0,9.0,0.2666666666666667,19.0
allenai/Olmo-3-7B-Instruct-SFT,loss,math_reasoning_one,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.3333333333333333,0.8,9.0,10.0,0.2666666666666666,19.0
allenai/Olmo-3-7B-Instruct-SFT,loss,math_reasoning_one,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,0.9,0.3,10.0,10.0,0.8,20.0
allenai/Olmo-3-7B-Instruct-SFT,loss,no_explanation,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.1,0.7,10.0,10.0,0.2,20.0
allenai/Olmo-3-7B-Instruct-SFT,loss,no_explanation,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.2,0.5,10.0,10.0,0.35,20.0
allenai/Olmo-3-7B-Instruct-SFT,loss,no_explanation,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,0.4,0.4,10.0,10.0,0.5,20.0
allenai/Olmo-3-7B-Instruct-SFT,loss,one_sentence_reasoning,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.5555555555555556,0.875,9.0,8.0,0.3402777777777778,17.0
allenai/Olmo-3-7B-Instruct-SFT,loss,one_sentence_reasoning,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.4444444444444444,0.625,9.0,8.0,0.4097222222222222,17.0
allenai/Olmo-3-7B-Instruct-SFT,loss,one_sentence_reasoning,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,0.2222222222222222,0.7777777777777778,9.0,9.0,0.2222222222222222,18.0
allenai/Olmo-3-7B-Think,gain,math_reasoning_one,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,8.0,3.0,0.0,11.0
allenai/Olmo-3-7B-Think,gain,math_reasoning_one,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,4.0,3.0,1.0,7.0
allenai/Olmo-3-7B-Think,gain,math_reasoning_one,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,9.0,8.0,1.0,17.0
allenai/Olmo-3-7B-Think,gain,no_explanation,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,7.0,7.0,0.0,14.0
allenai/Olmo-3-7B-Think,gain,no_explanation,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,3.0,5.0,1.0,8.0
allenai/Olmo-3-7B-Think,gain,no_explanation,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,9.0,10.0,1.0,19.0
allenai/Olmo-3-7B-Think,gain,one_sentence_reasoning,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,8.0,9.0,0.0,17.0
allenai/Olmo-3-7B-Think,gain,one_sentence_reasoning,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,4.0,5.0,1.0,9.0
allenai/Olmo-3-7B-Think,gain,one_sentence_reasoning,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,7.0,7.0,1.0,14.0
allenai/Olmo-3-7B-Think,loss,math_reasoning_one,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,5.0,2.0,0.0,7.0
allenai/Olmo-3-7B-Think,loss,math_reasoning_one,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.0,1.0,2.0,5.0,0.0,7.0
allenai/Olmo-3-7B-Think,loss,math_reasoning_one,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,5.0,1.0,1.0,6.0
allenai/Olmo-3-7B-Think,loss,no_explanation,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,0.75,7.0,4.0,0.125,11.0
allenai/Olmo-3-7B-Think,loss,no_explanation,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.0,1.0,4.0,3.0,0.0,7.0
allenai/Olmo-3-7B-Think,loss,no_explanation,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,2.0,5.0,1.0,7.0
allenai/Olmo-3-7B-Think,loss,one_sentence_reasoning,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,7.0,7.0,0.0,14.0
allenai/Olmo-3-7B-Think,loss,one_sentence_reasoning,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.0,1.0,4.0,2.0,0.0,6.0
allenai/Olmo-3-7B-Think,loss,one_sentence_reasoning,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,5.0,6.0,1.0,11.0
allenai/Olmo-3-7B-Think-DPO,gain,math_reasoning_one,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,8.0,7.0,0.0,15.0
allenai/Olmo-3-7B-Think-DPO,gain,math_reasoning_one,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,3.0,4.0,1.0,7.0
allenai/Olmo-3-7B-Think-DPO,gain,math_reasoning_one,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,10.0,8.0,1.0,18.0
allenai/Olmo-3-7B-Think-DPO,gain,no_explanation,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,8.0,9.0,0.0,17.0
allenai/Olmo-3-7B-Think-DPO,gain,no_explanation,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,4.0,5.0,1.0,9.0
allenai/Olmo-3-7B-Think-DPO,gain,no_explanation,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,9.0,10.0,1.0,19.0
allenai/Olmo-3-7B-Think-DPO,gain,one_sentence_reasoning,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,7.0,9.0,0.0,16.0
allenai/Olmo-3-7B-Think-DPO,gain,one_sentence_reasoning,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,4.0,8.0,1.0,12.0
allenai/Olmo-3-7B-Think-DPO,gain,one_sentence_reasoning,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,8.0,8.0,1.0,16.0
allenai/Olmo-3-7B-Think-DPO,loss,math_reasoning_one,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,7.0,2.0,0.0,9.0
allenai/Olmo-3-7B-Think-DPO,loss,math_reasoning_one,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.0,1.0,4.0,5.0,0.0,9.0
allenai/Olmo-3-7B-Think-DPO,loss,math_reasoning_one,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,5.0,2.0,1.0,7.0
allenai/Olmo-3-7B-Think-DPO,loss,no_explanation,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,6.0,5.0,0.0,11.0
allenai/Olmo-3-7B-Think-DPO,loss,no_explanation,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.0,1.0,3.0,5.0,0.0,8.0
allenai/Olmo-3-7B-Think-DPO,loss,no_explanation,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,3.0,6.0,1.0,9.0
allenai/Olmo-3-7B-Think-DPO,loss,one_sentence_reasoning,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,7.0,3.0,0.0,10.0
allenai/Olmo-3-7B-Think-DPO,loss,one_sentence_reasoning,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.0,1.0,8.0,6.0,0.0,14.0
allenai/Olmo-3-7B-Think-DPO,loss,one_sentence_reasoning,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,9.0,8.0,1.0,17.0
allenai/Olmo-3-7B-Think-SFT,gain,math_reasoning_one,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,9.0,7.0,0.0,16.0
allenai/Olmo-3-7B-Think-SFT,gain,math_reasoning_one,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,6.0,8.0,1.0,14.0
allenai/Olmo-3-7B-Think-SFT,gain,math_reasoning_one,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,0.8888888888888888,0.0,9.0,9.0,0.9444444444444444,18.0
allenai/Olmo-3-7B-Think-SFT,gain,no_explanation,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,10.0,9.0,0.0,19.0
allenai/Olmo-3-7B-Think-SFT,gain,no_explanation,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,7.0,7.0,1.0,14.0
allenai/Olmo-3-7B-Think-SFT,gain,no_explanation,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,9.0,10.0,1.0,19.0
allenai/Olmo-3-7B-Think-SFT,gain,one_sentence_reasoning,0,0.7,0.1,0.8,0.2,0,0,7,4,0.0,1.0,8.0,7.0,0.0,15.0
allenai/Olmo-3-7B-Think-SFT,gain,one_sentence_reasoning,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,0.0,8.0,7.0,1.0,15.0
allenai/Olmo-3-7B-Think-SFT,gain,one_sentence_reasoning,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.0,9.0,9.0,1.0,18.0
allenai/Olmo-3-7B-Think-SFT,loss,math_reasoning_one,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,7.0,8.0,0.0,15.0
allenai/Olmo-3-7B-Think-SFT,loss,math_reasoning_one,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.0,1.0,6.0,9.0,0.0,15.0
allenai/Olmo-3-7B-Think-SFT,loss,math_reasoning_one,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.125,7.0,8.0,0.9375,15.0
allenai/Olmo-3-7B-Think-SFT,loss,no_explanation,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,8.0,10.0,0.0,18.0
allenai/Olmo-3-7B-Think-SFT,loss,no_explanation,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.2222222222222222,1.0,9.0,8.0,0.1111111111111111,17.0
allenai/Olmo-3-7B-Think-SFT,loss,no_explanation,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,6.0,10.0,1.0,16.0
allenai/Olmo-3-7B-Think-SFT,loss,one_sentence_reasoning,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,0.0,1.0,7.0,4.0,0.0,11.0
allenai/Olmo-3-7B-Think-SFT,loss,one_sentence_reasoning,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,0.1666666666666666,1.0,6.0,8.0,0.0833333333333333,14.0
allenai/Olmo-3-7B-Think-SFT,loss,one_sentence_reasoning,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,0.0,6.0,6.0,1.0,12.0
meta-llama/Llama-3.2-3B-Instruct,gain,math_reasoning_one,0,0.7,0.1,0.8,0.2,0,0,7,4,1.0,1.0,9.0,9.0,0.5,18.0
meta-llama/Llama-3.2-3B-Instruct,gain,math_reasoning_one,0,33.3,0.33,32.64,0.34,0,0,100,96,0.8888888888888888,1.0,9.0,10.0,0.4444444444444444,19.0
meta-llama/Llama-3.2-3B-Instruct,gain,math_reasoning_one,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,0.9,10.0,10.0,0.55,20.0
meta-llama/Llama-3.2-3B-Instruct,gain,no_explanation,0,0.7,0.1,0.8,0.2,0,0,7,4,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,gain,no_explanation,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,gain,no_explanation,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,gain,one_sentence_reasoning,0,0.7,0.1,0.8,0.2,0,0,7,4,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,gain,one_sentence_reasoning,0,33.3,0.33,32.64,0.34,0,0,100,96,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,gain,one_sentence_reasoning,0,4000.0,0.8,3500.0,1.0,0,3500,5000,3500,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,loss,math_reasoning_one,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,1.0,0.7777777777777778,9.0,9.0,0.6111111111111112,18.0
meta-llama/Llama-3.2-3B-Instruct,loss,math_reasoning_one,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,1.0,1.0,9.0,10.0,0.5,19.0
meta-llama/Llama-3.2-3B-Instruct,loss,math_reasoning_one,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,1.0,8.0,9.0,0.5,17.0
meta-llama/Llama-3.2-3B-Instruct,loss,no_explanation,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,loss,no_explanation,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,loss,no_explanation,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,loss,one_sentence_reasoning,0,-4000.0,0.8,-3500.0,1.0,0,-3500,-5000,-3500,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,loss,one_sentence_reasoning,0,-33.3,0.33,-32.64,0.34,0,0,-100,-96,1.0,1.0,10.0,10.0,0.5,20.0
meta-llama/Llama-3.2-3B-Instruct,loss,one_sentence_reasoning,0,-0.7,0.1,-0.8,0.2,0,0,-7,-4,1.0,1.0,10.0,10.0,0.5,20.0
